path,size_bytes,sha256,content_check,status
00_project_management/6013RP_wyf_action_report_2026-08-25_gateC8BRP_journal_facing_prefreeze.md,13299,A38F0F6DDC86E783871EC69205BF671A2B7677B9E6C7A5EE768FE2BE58FCC6E4,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-13_gateC2B2_finalization_and_C2B3_preparation.md,9638,E7EB9318FE8CFAF2DF2652C1487A959120ED8E0D26B052B8BAE474C1BD6F1F4D,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-13_gateC2B3_launch_path_correction.md,1830,08F473D8688995E0C4EB3D3B279AFB94294F234E527ED09695397DED2CE1DFE9,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-14_gateC2B3_30pc_invalidation_and_50pc_repair.md,7333,EA40FB1D9006B2CE91C7AC81EEA391531127E66726C4B4B34A9598D07828BCF4,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC2B3_full_review_and_C2B4_two_level_freeze.md,7597,B168DEA8C8FBEFDDEF573C4951C409C3E4F4465AC1D4DE0A952080868CCA9DBB,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC3A_frozen_abundance_models.md,9259,991663C49BA61A3D1B6AAB61FCD1E34DE4D03985372A6215CDD828BBDD6FCF66,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC3_metadata_join_and_design_freeze.md,7894,EEB57192E2076085731070E774F1EF49BAC3B5AB78BB3C48360842222F7DB525,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC4A_raw_pseudobulk_and_program_freeze.md,9777,C1FC2035F3C98FACBCAFAA24CC98346B1F43D84E525A3AB08278E201C7FF4BC7,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC4B_edger_transcription_and_replication.md,9803,218448875A37E3D7980F506D4964743510EC1FBE2760B22273D682145EE9103E,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC5A_gse135779_source_mapping_freeze.md,8992,BEBFFD97CBE38312E26BF3E3C9E6E551C281942A3B7BF18167FF7A7C6718EC6B,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC5B_gse135779_external_validation.md,11008,F6854BF646449C357111ED41D165A8FD45DA3D07FD411AD767B5D6B759410D6D,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC6A_claim_integration.md,11790,8C952F5A35083F03A940392EF9D0CB9BAF69EC966F9C3A3660C8B7AC9CDA5638,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-15_gateC6B_regulatory_evidence_and_figure5.md,14196,542B109E313E7214D6C8FA898DF53073F866852080ADE70E34E4567EF3D23B77,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-20_gateC7_manuscript_five_figure_integration.md,10569,FAFD6A08E55CCA98298FEADE50BDB5A5DB1B18EEB4AC3CA5051B2D46072DF299,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-20_gateC8R_pre_submission_repair.md,8503,06960EB51D0209225F5C66FD9BEDCCFCFC84233C5D44BE384B8F8D8FBD9744BF,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-20_gateC8_genome_medicine_submission_package.md,9259,F7F79B3F06F55BD69320567EF08E99021EDE82B14F3211F775ECA134CF5D8E90,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-21_gateC8B_editorial_literature_preflight.md,8946,111198FC22E106C6D7044AB0220C7A876CABC52174D034FC46AE1613C01CAA4A,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-21_gateC8S_supplementary_traceability_freeze.md,10520,F3AB6FCC10FEB201E03B5983176AB7DE8CB7F4FD5DAEF084576D122E182C6225,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-25_gateC8BRF_author_release_reserved_doi.md,13366,C63274071CC5D0E0CC5C1C4D986C9097E7A7CE15DC8DE30E35F9D0D52B6F4B0E,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-25_gateC8BRF_public_release_and_doi_activation.md,8719,518DE647E7242537F75E6B8C337AFE1BB250B186855E2DB20E985326CE573AC8,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-25_gateC8BR_release_portability_editorial_preflight.md,10282,60078EF665CA2B42B2163413D47A9919FAC51843AA49E79655163D3860FE15B6,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-25_github_sync_submission_naming.md,8915,547CCCA9FB02CFD6D936C46017903240DB8198D418C252C1DD06C660A8617607,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-27_full_workspace_audit_cleanup_and_next_stage.md,10651,89C7AC2D2EF31C85647A05BA8CCCCC22C9CBEC0594DE61281F77640EB97B0ED7,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-27_round6_r1_hold_integration_and_submission_refreeze.md,15258,7BB74B57EC5BCD1EC1DEBD5661FA2DE15011C82A5AF9C009BECD5FC78E2B3E95,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-28_gateC9_label_agnostic_gse135779_validation.md,11303,4374D738E3B2C43FB1C1C66840F54D88DDC1226B90181EBDDB31622114A48AE3,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_2026-08-28_post_gateC9_advisor_correction_audit.md,17928,805861073708F52CA4BFAB454D75B834150D92CB13D904D3ACD1E4D0E935EAF9,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/action_record_round6_q1_robustness_2026-08-25.md,9880,1F3AC6DD8CA8EB6B6365321C080804392B044D92F999965B4E85EF879195038B,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/advisor_full_project_reassessment_2026-08-10.md,12686,82C9EAA4841B07DE51B6B60E620EF44FDCC0EFF3790ED9DDB3274DFEAD2A148A,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/cellxgene_collection_436154da_2026-06-22.json,50110,1CE5F1466D93F53878C8C9FC1EAF57292D980DB6F815868CDB3CFCC348F470A2,JSON parsed,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_actions_2026-06-22.csv,2162,53D5631D08BEC315A2D1ED25E0530501869511819D5547077CA3647D5AAA5D25,parsed 19 data rows; 4 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_actions_extra_2026-06-22.csv,307,6990A5B3D198A37AB1DE8C16CDE2B1D6F9867F061AFA66F5CE5096AE724E41D8,parsed 2 data rows; 4 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_actions_literature_trim_2026-06-22.csv,609,DF24DBE96316F3805DC92A0CC661B7D062FA30521730A11E73E77335B8984E9B,parsed 4 data rows; 4 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_actions_permanent_2026-06-22.csv,285,1527BAAA2D802294D417D6A11D0141394E1D7D6237E58BCC24DBAD943F4B2F08,parsed 2 data rows; 5 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_manifest_2026-06-22.csv,2953,324D070C85224C20048D2717F75F7CA5BE0E1E6666817408726B4B1798E477DC,parsed 19 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_manifest_extra_2026-06-22.csv,320,C72A11CDB51AA6671AF4EC72BC8B0A04396B66B6EA3B788F72C7FAF31BD2B716,parsed 2 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/cleanup_manifest_literature_trim_2026-06-22.csv,852,71F531888B7CDDCA7687620772370A45B4E38468BAC1E795DC95E9A1CEB4695B,parsed 4 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/external_advisor_full_audit_2026-08-10.md,24626,83220891801D2ADD09214993B30A5E4BD800A176CC248AA22B07DC48D39432A3,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/external_audit_action_crosswalk_2026-08-10.md,2866,31C43D1FDD42BF7CFE98933E23EB576C0E5E88987AE5351E9C16B7E8B6261A4F,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/gateC6B_regulatory_evidence_freeze_contract_2026-08-15.md,8783,AF42BB0303ED0FDD422162DFC2196D260231AEA64F700112B719CC88750BF120,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/gateC9_technical_correction_contract_2026-08-28.md,3435,95439FCF4AA535B2088BE7BD8F21DE5E42AC0A4BF4FFAFB5CF03DCD9408EEDCD,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/keepers_moved_2026-06-22.csv,700,19288F672681F148ED46ADC5E52E60FAC1DCF25CAD9ED544C81D426F8F2B7F4A,parsed 7 data rows; 3 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/manuscript_evidence_table_2026-06-29.csv,5643,BFBC128D623286849D8CC22C886E305DDA492457B2AABC8D85DBF2AB7D3AAF74,parsed 14 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_local_compute_tasks.md,2702,C332ECF2C72C752C69640A996C7C25011B0020FB4D358ECCA3D29993C12BE9A6,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_after_gateC9_manuscript_integration_contract_2026-08-28.md,4543,8816294AA1A998E47F71C436EF4965EBD00B3B33AC7C51870DE228046BFE60EC,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-10.md,4013,1F83F2B620963121FC309EAD0AD32845C3B826B42919E75E1A0558934842C257,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-12.md,4778,FD9418A046CBED872D458262D8B2CA1BEFD3ABC4803BFDFBFA380F51986358BC,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-13.md,3013,D02F3DE5B23A3CED437C692CC7E7A360B5CE9D57D4A4F17E1B69C74F56FB7BA1,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-14.md,2309,37FDF9E267207158976E85501C5E240A7294EBBB8116872CF17828BABD5B2DDC,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15.md,2765,B9FC34EE7C73DD185A8E86307BC595D3A4886E73067B63E424981CA7681B7BED,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC3A.md,2761,7E992332859B1365A755FBB8CD21EB541CE7A42EA79938E83A5DACFDC241DE81,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC4.md,6833,D316AF0DCA36BF03BEA221AF50C8BC4C8543A51A9DDFBD0236806F724CEE38BD,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC4B.md,5896,18C4BA24FEADB7790681A8E65FA1472E27D84474DEAD5E2FB026A65B306BD703,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC5.md,6816,71357F3BA1F70279FB8DBF98E628DA9AF628B5B0BEE99A64AAA714FE60673628,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC5B.md,5488,0216D3FC7B006BAD75D28FBF9788B41E8BB760BA94BCB5263DD5AECD5268F12C,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC6.md,5751,1D63AD5D7BED630E237D5FC224E7B6FA6D5D0A0A2C5B72FAE904F1867D6444E4,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC6B.md,3537,D240D43D9DDE906B393994F4FAF4ACECB034A42A1EB39F6FCA911B95A4DE9235,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-15_gateC7_manuscript_figure_integration.md,2821,9738E61AD94A6302A5617437EEDF068670DE80ECBAFC3FB5D8E6B551673D855D,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-20_gateC8B_after_C8R.md,5091,3BE654F7C3B763D0E451BDE799C2FB7685CD63DB0ED7DE7FEDCC5F53C1F87FC1,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-20_gateC8B_author_declarations_archive_preflight.md,3416,52842C8FC3CB7AC203CCAA1C6D99DDAEFD99C9030C2387F2D1731E7E29E3E617,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-20_gateC8_journal_submission_package.md,3046,59172D3B15D83E026CB09C845B10AE997647E2D3ADFFEE6E30A3DF00D88B27B7,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-21_gateC8B_after_C8S.md,5279,C3720FEECD93A3AC9E6E34AE7240A8AD36387FC9FE3C6410AE416410841F0948,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-21_gateC8B_author_completion_after_editorial_preflight.md,3258,F74B234F54B7F981932A8CEFF62D4488712345397BFAD7C5A24076BD2330EC98,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_decision_2026-08-25_gateC8BR_author_completion_release_doi_portal.md,3384,F34F636117788B8A9D23E27397DE310EB8D70946B9DD4CE456D1F27F5D634196,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/next_stage_gse135779_label_agnostic_mapping_contract_2026-08-27.md,6191,87F0C010C943D6491264B2F8D27F4D714EF849023711B6CD9E7A5F32D2C87DCA,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/pdf_inventory_2026-06-22.csv,8297,45EBE3C6DA7AFB81DA143515D0F24934B2A0A213B2D335529CBC5DD637856DC5,parsed 13 data rows; 5 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/pdf_inventory_active_2026-06-22.csv,1264,E825A4D841E3A15054E09AA8776D67B7FCF3D1C043EA5050D2C297CDEC4DBEF1,parsed 9 data rows; 4 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase10_targets_2026-07-07.md,2164,C75952A08A21AB8FC00BCC882977453146BF16C42495F0F6D2407E3D56828CCA,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase11_targets_2026-07-08.md,1989,5E08655E5DB68D8E9CD1740668E943AC2BFB5B3835E36C27DA6C4EDBEE543AA4,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase12_targets_2026-07-08.md,2106,C3C23353BED758455563AC4E10CF4BB2BF57770F26A9CE9A7D1BD75C519AF1A4,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase13_targets_2026-07-08.md,2251,E0A6353DF8F41C43E23EE22EDE9628ECC019A799A99B848BCA7276E006F21734,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase14_targets_2026-07-09.md,2888,13A350C7CE764C89A088B7F836D646E758A8223ADEE2E7BAEAA9105888E72A43,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase15_targets_2026-07-22.md,2861,667B92B83746208F947370F3D72610E9A893A8127B1BCCA4D068C4B76EF36110,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase16_targets_2026-07-22.md,1679,6E63BE72E0E1D19958A672885957A5189442ED6E392CC1E1B101A0BC2AE22CFD,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase17_integrity_audit_2026-08-12.md,2647,1B017819F2DCFFDB4276BA4ECDF583BAEDF7B1DB8366DF4FF71DCE233A10CA30,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase17_integrity_manifest_2026-08-12.csv,42799,75632C91B3873D4CE63CACA149AE0301FEA864744D9AE48007FB1E719DD380A6,parsed 213 data rows; 4 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase1_status_2026-06-23.md,3419,AABCEB4AA8DDA4CA17085C852B59A7B0C1A227C6AA9FC2A93CB1A4CEB49E6353,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase2_targets_2026-06-24.md,6868,11D4B9101E3CC819B7555D30498BF7BAD1C32F78BEB5FC41C0C69AF335DEE292,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase3_targets_2026-06-29.md,4282,DDF6602009B9F02E4D18F5F46D38003967FBE71190A863F2C3F245C7BFDB7322,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase4_targets_2026-06-29.md,4658,4D3F0B88769B0A002592525BC5D33988D2BA7129580F06377EFB53E694D185BB,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase5_targets_2026-07-01.md,2817,75CE027DB43D037594D15332ECA1CF810C08537FF5D9A152D55485FC086839AD,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase6_targets_2026-07-01.md,2156,56DD5CEDD4A44D692279FC3FA3BCB9DA6C5D79F6E13ED24369AD2D4BC567E59C,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase7_targets_2026-07-01.md,1624,39C1144926CAC9BFBC73374F901227D4D77C33401A294FDE8BC05E536715D7D6,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase8_targets_2026-07-01.md,1947,BE0B2DE43778B7F6B663A74DD1A03AD2274FAEE4CD25964FE891CFF88ECBFFF2,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/phase9_targets_2026-07-01.md,1885,27E55117778AD8D7F049719B6417C9681738C343D30E112D7AD7BE9F9078215D,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/qa_bcell_first_pass_2026-06-23.json,2790,68CC44CEDAD6C1066105E79107FB8B07B60F3F5D64DB95D1FE0844CB5496EB5C,JSON parsed,PASS_WITH_SCOPE_AS_STATED
00_project_management/qa_bcell_first_pass_2026-06-23.md,1376,181D3B1297AF0F92EA84D2F325C39FE223D0A3F61F4AFF83BE8FD8E6E8AC570E,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/round6_full_pipeline_resampling_handoff_2026-08-25.md,4912,DB2224CDC50173B87030831CDB93BCE5E28DD7E9471EF39BFCFC388B6B520887,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/round6_q1_robustness_execution_contract_2026-08-25.md,4790,DB86DDAD11F73AF9AA53AC79261274394F6524B51F0C52867BD9CFA8B89C7E88,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/audit_findings_zh.md,8598,2D53A9A703C726BD86E66200E54025F04B66A27814C8E507AEA7ED0A00417EDA,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/consistency_checks.json,1644,31069F9914DF212C5F1A557EABC260F33AD28F4CD5F314EB7B2A3388EDFAAE69,JSON parsed,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/content_audit.json,91859,305B51A26BF150944BD93A47756210B0C722794DAD0F9A54B5986B1D87C9C337,JSON parsed,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/document_audit_exact.csv,3337,39C77EEDE70A5F1A1DBBD996B837683B537407A15EDFFEBBC2A079E527FDB5C0,parsed 18 data rows; 11 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/document_audit_exact.json,5912,163E71FC4D829C9E5D2362DA1A4AF1075F54DF582BC4B7DAD8892F35A2DC61BF,JSON parsed,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/file_inventory.csv,16029,7B734BE240C184DFC92F0CA7C3B5B551AC7F9E178E8B3C39307BBCF10CABF9F0,parsed 159 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/folder_summary_all_dirs.csv,1735,8E01F25567DF36EC6339603AB5D436ED2D61D95DA3577437186D02BF4227B40E,parsed 31 data rows; 5 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/folder_summary_top_level.csv,378,6C18D7676272D07DA4661D89C0D1B9DDE1F89F97C11B1916DAED9A36AC512E91,parsed 9 data rows; 5 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/large_files_top50.csv,5339,2C0CA1176AA040BA5805ACBFE1D3FB7A38B9F9E31068AEC824ECBE703BFC7E9C,parsed 50 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/type_summary.csv,571,FE78B84592518FC2B8EA8622A0827DE9FA0AF976D651A0A2FFD3965EF842339F,parsed 20 data rows; 5 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/workspace_audit_report.md,14585,0AE2324D3B87FFD6B4B4922C1E525F865100A58144FF76DAB9E80A25BF820227,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/audit_2026-06-23/zero_byte_files.csv,162,3FA13BA1BCB02B324B04599A6D594597EE7889638417ED8C01BFE63E6F85BE5B,parsed 1 data rows; 6 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/citation_audit_2026-07-01/citation_pdf_audit_2026-07-01.csv,5606,5B3769D5E2A3D78DB94029A617CCD77D1CE3F31240821759D7D3CF53C7134209,parsed 9 data rows; 15 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/citation_audit_2026-07-01/signature_to_citation_audit_2026-07-01.csv,2993,5EC18C9EAF88F140F0624C572E82A7711A4FB8CE33AADF49970FB22FA29B9ADA,parsed 12 data rows; 10 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/historical_audits/phase17_h5ad_audit_2026-08-06/_LATEST_H5AD_AUDIT.txt,73,10A66C7115356FD1ED48EC2E54F832615F9B9494128E2FF404977B00109DD7F3,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/historical_audits/phase17_h5ad_audit_2026-08-06/20260806_120148/00_H5AD_AUDIT_SUMMARY.md,436,FEAC4426285B5E2E30D01A729A49DB184D5FB9078B017C65FA4FF34161F7FA2E,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/historical_audits/phase17_h5ad_audit_2026-08-06/20260806_120148/01_h5ad_summary.csv,8029,53BB35C01431B018312A1D409CF22800355FEA9EABC46F70EAE88839F5ECC793,parsed 9 data rows; 13 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/historical_audits/phase17_h5ad_audit_2026-08-06/20260806_120148/02_h5ad_candidate_metadata_counts.csv,121088,D185B48E34EE740128CAC2DBA68BABD7A0A524A082A5A35EECE3AE8EEFAD3B4F,parsed 137 data rows; 7 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/historical_audits/phase17_h5ad_audit_2026-08-06/20260806_120148/03_h5ad_matrix_sampling.csv,1896,FDC4665DF92433CA7DBC00553FC97EEEAECFEF4F9044C12EB9FC1517E3574D37,parsed 12 data rows; 12 columns,PASS_WITH_SCOPE_AS_STATED
00_project_management/historical_audits/phase17_h5ad_audit_2026-08-06/20260806_120148/WORKFLOW_H5AD_AUDIT.md,436,FEAC4426285B5E2E30D01A729A49DB184D5FB9078B017C65FA4FF34161F7FA2E,UTF-8 decoded; semantic review separate,PASS_WITH_SCOPE_AS_STATED
00_project_management/legacy_rp_archive_2026-08-10/MBI6013_SLE_Bcell_Proposal_Chinese_v1.docx,192784,4F3D2BD0134C611B844D88F089CF159BABE1FCAE92401D3595B767878112367C,ZIP CRC / Office XML verified,PASS_WITH_SCOPE_AS_STATED
